complete_address,address,label
"90, Dhawan Ganj, Above Shop, Varanasi, Uttar Pradesh - 448718","90, Dhawan Ganj, Above Shop, Varanasi, Uttar Pradesh - 448718",0
"H.No. 213 Kari Chowk, Behind School, Indore, Madhya Pradesh - 257058","Kari Chowk, Behind Indore, Pradesh 257058",1
"H.No. 365 Parmar Ganj, Above Shop, Nashik, Maharashtra - 795494","H.No. 365 Parmar Ganj, Above Shop, Nashik, Maharashtra - 795494",0
"H.No. 98 Mani Marg, Above Shop, Thiruvananthapuram, Kerala - 036170","H.No. 98 Mani Marg, Above Shop, Thiruvananthapuram, Kerala - 036170",0
"H.No. 67 Dalal Chowk, Behind School, Mumbai, Maharashtra - 703641","Behind Mumbai, Maharashtra - 703641",1
"H.No. 045, Arora Nagar, Near Park, Amritsar, Punjab - 980359","H.No. 045, Arora Nagar, Near Park, Amritsar, Punjab - 980359",0
"H.No. 58 Iyer Street, Opposite Mall, Nagpur, Maharashtra - 739343","H.No. Iyer Street, Mall, Nagpur,",1
"H.No. 549, Deo Ganj, Near Park, Dehradun, Uttarakhand - 209719","H.No. 549, Deo Ganj, Near Park, Dehradun, Uttarakhand - 209719",0
"H.No. 43, Ramesh Ganj, Near Park, Kochi, Kerala - 713170","H.No. Ramesh Ganj, Kerala -",1
"H.No. 663 Chandran Road, Near Park, Varanasi, Uttar Pradesh - 517423","H.No. 663 Chandran Road, Near Park, Varanasi, Uttar Pradesh - 517423",0
"H.No. 199 Arya Ganj, Opposite Mall, Vizag, Andhra Pradesh - 524663",H.No. 199 Arya Andhra Pradesh 524663,1
"636 Wadhwa Road, Above Shop, Coimbatore, Tamil Nadu - 511733","636 Wadhwa Road, Above Shop, Coimbatore, Tamil Nadu - 511733",0
"H.No. 76 Koshy Marg, Opposite Mall, Nashik, Maharashtra - 558211","H.No. 76 Koshy Marg, -",1
"98 Devan Ganj, Behind School, Jaipur, Rajasthan - 381149","Devan Ganj, Behind - 381149",1
"57 Kurian Zila, Near Park, Mumbai, Maharashtra - 681909","57 Kurian Zila, Near Park, Mumbai, Maharashtra - 681909",0
"25/638 Singhal Road, Behind School, Guwahati, Assam - 523370","25/638 Singhal Road, Behind School, Guwahati, Assam - 523370",0
"H.No. 994 Bawa Zila, Opposite Mall, Agra, Uttar Pradesh - 790182","H.No. 994 Bawa Zila, Opposite Mall, Agra, Uttar Pradesh - 790182",0
"83, Khosla Street, Above Shop, Surat, Gujarat - 310817","83, Khosla Street, Above Shop, Surat, Gujarat - 310817",0
"H.No. 37, Sama Nagar, Behind School, Ludhiana, Punjab - 237887","Sama Behind Ludhiana, Punjab -",1
"43, Bhatia Path, Behind School, Aurangabad, Maharashtra - 189875","43, Bhatia Path, Behind School, Aurangabad, Maharashtra - 189875",0
"15 Thakur Marg, Opposite Mall, Vizag, Andhra Pradesh - 690044","15 Thakur Marg, Opposite Mall, Vizag, Andhra Pradesh - 690044",0
"29, Menon Ganj, Opposite Mall, Ranchi, Jharkhand - 636005","29, Menon Opposite Ranchi, -",1
"55/776 Lad Street, Opposite Mall, Varanasi, Uttar Pradesh - 878064","55/776 Lad Street, Opposite Mall, Varanasi, Uttar Pradesh - 878064",0
"09/39, Basu Zila, Above Shop, Nagpur, Maharashtra - 659760","09/39, Basu Zila, Above Shop, Nagpur, Maharashtra - 659760",0
"149, Natarajan Chowk, Near Park, Jaipur, Rajasthan - 373171","149, Natarajan Chowk, Near Park, Jaipur, Rajasthan - 373171",0
"06/10, Ahuja Street, Opposite Mall, Agra, Uttar Pradesh - 493452","06/10, Street, Mall, Agra, Pradesh",1
"029, Chander, Opposite Mall, Indore, Madhya Pradesh - 741684","029, Chander, Opposite Mall, Indore, Madhya Pradesh - 741684",0
"384, Ray Path, Above Shop, Hyderabad, Telangana - 298810","384, Ray Path, Above Shop, Hyderabad, Telangana - 298810",0
"06/06, Sachdeva Ganj, Near Park, Vizag, Andhra Pradesh - 698107","06/06, Sachdeva Ganj, Near Park, Vizag, Andhra Pradesh - 698107",0
"H.No. 764 Kamdar Zila, Above Shop, Jamshedpur, Jharkhand - 727852","764 Zila, Above - 727852",1
"H.No. 59, Madan Nagar, Behind School, Srinagar, Jammu & Kashmir - 544509","H.No. 59, Madan Nagar, Behind School, Srinagar, Jammu & Kashmir - 544509",0
"39/154, Deshpande Circle, Behind School, Meerut, Uttar Pradesh - 979529","39/154, Deshpande Circle, Behind School, Meerut, Uttar Pradesh - 979529",0
"H.No. 67 Kata Nagar, Opposite Mall, Delhi, Delhi - 054664","H.No. 67 Kata Nagar, Opposite Mall, Delhi, Delhi - 054664",0
"09, Brar Street, Opposite Mall, Nashik, Maharashtra - 404602","09, Brar Opposite Nashik, Maharashtra",1
"03/53 Gala, Above Shop, Indore, Madhya Pradesh - 676317","03/53 Gala, Above Shop, Indore, Madhya Pradesh - 676317",0
"40 Sandal Circle, Above Shop, Raipur, Chhattisgarh - 445192","40 Sandal Circle, Above Shop, Raipur, Chhattisgarh - 445192",0
"H.No. 396 Mittal Street, Behind School, Ahmedabad, Gujarat - 873270","H.No. 396 Mittal Street, Behind School, Ahmedabad, Gujarat - 873270",0
"61/777 Zacharia Ganj, Above Shop, Pune, Maharashtra - 584709","61/777 Zacharia Ganj, Above Shop, Pune, Maharashtra - 584709",0
"H.No. 36 Sharma Street, Opposite Mall, Vijayawada, Andhra Pradesh - 230156","H.No. 36 Sharma Street, Opposite Mall, Vijayawada, Andhra Pradesh - 230156",0
"424 Kulkarni, Opposite Mall, Hyderabad, Telangana - 100986","Opposite Mall, - 100986",1
"630, Soman Ganj, Opposite Mall, Coimbatore, Tamil Nadu - 670169","630, Soman Ganj, Opposite Mall, Coimbatore, Tamil Nadu - 670169",0
"H.No. 57, Goel Circle, Opposite Mall, Vijayawada, Andhra Pradesh - 396038","H.No. 57, Goel Circle, Opposite Mall, Vijayawada, Andhra Pradesh - 396038",0
"229 Kapur, Above Shop, Surat, Gujarat - 240928","229 Kapur, Above Shop, Surat, Gujarat - 240928",0
"H.No. 30 Raj Road, Opposite Mall, Ahmedabad, Gujarat - 656476","Raj Opposite Mall, Gujarat 656476",1
"H.No. 464, Gill Road, Behind School, Raipur, Chhattisgarh - 475993","H.No. 464, Gill Road, Behind School, Raipur, Chhattisgarh - 475993",0
"64, Khosla Chowk, Behind School, Surat, Gujarat - 443637",Khosla Behind Gujarat - 443637,1
"04/136, Bhatnagar Circle, Above Shop, Vizag, Andhra Pradesh - 525053","04/136, Bhatnagar Circle, Above Shop, Vizag, Andhra Pradesh - 525053",0
"H.No. 05 Borah Nagar, Behind School, Meerut, Uttar Pradesh - 790980","H.No. 05 Borah Nagar, Behind School, Meerut, Uttar Pradesh - 790980",0
"H.No. 928 Sanghvi Street, Behind School, Ranchi, Jharkhand - 184794","Sanghvi Street, Behind School, -",1
"H.No. 30, Apte, Above Shop, Coimbatore, Tamil Nadu - 396707","H.No. 30, Apte, Above Shop, Coimbatore, Tamil Nadu - 396707",0
"041 Bhatti, Near Park, Varanasi, Uttar Pradesh - 480818","041 Bhatti, Near Park, Varanasi, Uttar Pradesh - 480818",0
"48/026 Chana Street, Above Shop, Surat, Gujarat - 589471","48/026 Chana Street, Above Shop, Surat, Gujarat - 589471",0
"H.No. 415, Kala Ganj, Behind School, Vijayawada, Andhra Pradesh - 486831","H.No. 415, Kala Ganj, Behind School, Vijayawada, Andhra Pradesh - 486831",0
"H.No. 391 Kibe Zila, Behind School, Thiruvananthapuram, Kerala - 175981","391 Kibe Zila, Thiruvananthapuram, -",1
"225 Nanda Marg, Behind School, Bhubaneswar, Odisha - 376059","225 School, Bhubaneswar, Odisha 376059",1
"H.No. 150, Maharaj Path, Opposite Mall, Guwahati, Assam - 434111","H.No. 150, Maharaj Path, Opposite Mall, Guwahati, Assam - 434111",0
"99/47 Dara Chowk, Above Shop, Vizag, Andhra Pradesh - 507795","99/47 Dara Chowk, Above Shop, Vizag, Andhra Pradesh - 507795",0
"333, Buch Path, Near Park, Coimbatore, Tamil Nadu - 611443","333, Buch Path, - 611443",1
"76, Agate Road, Near Park, Bhopal, Madhya Pradesh - 312911","76, Agate Road, Near Park, Bhopal, Madhya Pradesh - 312911",0
"24 Dasgupta Ganj, Near Park, Thiruvananthapuram, Kerala - 486538","24 Dasgupta Ganj, Near Park, Thiruvananthapuram, Kerala - 486538",0
"H.No. 236, Sastry Road, Opposite Mall, Ahmedabad, Gujarat - 208317","H.No. 236, Sastry Road, Opposite Mall, Ahmedabad, Gujarat - 208317",0
"H.No. 539 Nagi Path, Near Park, Hyderabad, Telangana - 534000","H.No. 539 Nagi Path, Near Park, Hyderabad, Telangana - 534000",0
"71/35 Naidu Road, Above Shop, Vizag, Andhra Pradesh - 418867","71/35 Naidu Road, Above Shop, Vizag, Andhra Pradesh - 418867",0
"49/128 Kothari Zila, Opposite Mall, Hyderabad, Telangana - 625183","49/128 Zila, Mall, Hyderabad, Telangana",1
"265 Nagi, Above Shop, Surat, Gujarat - 119862","265 Nagi, Above Shop, Surat, Gujarat - 119862",0
"H.No. 50 Sha Circle, Near Park, Jaipur, Rajasthan - 599432","H.No. 50 Sha Circle, Near Park, Jaipur, Rajasthan - 599432",0
"48 Chana Ganj, Behind School, Chennai, Tamil Nadu - 672923","48 Chana Ganj, Behind School, Chennai, Tamil Nadu - 672923",0
"56, Reddy Street, Above Shop, Hyderabad, Telangana - 226617","56, Reddy Street, Above Shop, Hyderabad, Telangana - 226617",0
"37/853 Bassi Road, Above Shop, Kochi, Kerala - 249982","37/853 Bassi Road, Above Shop, Kochi, Kerala - 249982",0
"H.No. 890 Prakash Nagar, Near Park, Thiruvananthapuram, Kerala - 145371","890 Nagar, Near - 145371",1
"49/43, Sachar Chowk, Above Shop, Hyderabad, Telangana - 646213","49/43, Sachar Chowk, Above Shop, Hyderabad, Telangana - 646213",0
"H.No. 897, Manda Path, Opposite Mall, Ranchi, Jharkhand - 936560","897, Mall, Ranchi, - 936560",1
"H.No. 722 Shan, Behind School, Nagpur, Maharashtra - 290465","H.No. 722 Shan, Behind School, Nagpur, Maharashtra - 290465",0
"033 Prabhu Marg, Near Park, Srinagar, Jammu & Kashmir - 836915","033 Prabhu Marg, Near Park, Srinagar, Jammu & Kashmir - 836915",0
"262 Chanda Street, Opposite Mall, Shimla, Himachal Pradesh - 110614","262 Chanda Street, Opposite Mall, Shimla, Himachal Pradesh - 110614",0
"33/81 Ranganathan Circle, Near Park, Chandigarh, Chandigarh - 413100","33/81 Ranganathan Circle, Near Park, Chandigarh, Chandigarh - 413100",0
"H.No. 27 Bandi Nagar, Above Shop, Jamshedpur, Jharkhand - 173122","H.No. 27 Bandi Nagar, Above Shop, Jamshedpur, Jharkhand - 173122",0
"H.No. 18, Chawla, Near Park, Nagpur, Maharashtra - 743872","H.No. 18, Chawla, Near Park, Nagpur, Maharashtra - 743872",0
"63, Karnik Zila, Near Park, Jaipur, Rajasthan - 679711","63, Karnik Zila, Near Park, Jaipur, Rajasthan - 679711",0
"69, Som Nagar, Behind School, Hyderabad, Telangana - 198915","69, Som Nagar, Behind School, Hyderabad, Telangana - 198915",0
"69/807, Bumb Road, Opposite Mall, Chandigarh, Chandigarh - 795981","Opposite Mall, Chandigarh, Chandigarh -",1
"08 Modi Nagar, Above Shop, Kochi, Kerala - 906040","08 Nagar, Shop, Kerala 906040",1
"980, Dey Ganj, Behind School, Ranchi, Jharkhand - 298803","980, Dey Ganj, Behind School, Ranchi, Jharkhand - 298803",0
"H.No. 15 Thaker Chowk, Near Park, Chennai, Tamil Nadu - 537479","H.No. 15 Thaker Chowk, Near Park, Chennai, Tamil Nadu - 537479",0
"74 Borde Circle, Near Park, Varanasi, Uttar Pradesh - 201419","74 Borde Circle, Near Park, Varanasi, Uttar Pradesh - 201419",0
"052, Parekh Nagar, Opposite Mall, Bangalore, Karnataka - 133251","052, Parekh Nagar, Opposite Mall, Bangalore, Karnataka - 133251",0
"930, Bumb Chowk, Opposite Mall, Guwahati, Assam - 022920","930, Bumb Chowk, Opposite Mall, Guwahati, Assam - 022920",0
"01/64 Narain Circle, Near Park, Kolkata, West Bengal - 764601","01/64 Narain Circle, Near Park, Kolkata, West Bengal - 764601",0
"40/274 Kunda Ganj, Behind School, Surat, Gujarat - 012412","40/274 Kunda School, Surat, Gujarat",1
"68/680 Karpe Chowk, Above Shop, Srinagar, Jammu & Kashmir - 118478","68/680 Karpe Chowk, Above Shop, Srinagar, Jammu & Kashmir - 118478",0
"861, Sant Path, Above Shop, Agra, Uttar Pradesh - 435355","861, Sant Path, Above Shop, Agra, Uttar Pradesh - 435355",0
"51/49, Sarna Ganj, Near Park, Lucknow, Uttar Pradesh - 136397","51/49, Sarna Ganj, Near Park, Lucknow, Uttar Pradesh - 136397",0
"H.No. 72 Bawa Zila, Above Shop, Meerut, Uttar Pradesh - 317713","H.No. 72 Bawa Zila, Above Shop, Meerut, Uttar Pradesh - 317713",0
"H.No. 872, Tandon Zila, Above Shop, Jaipur, Rajasthan - 547753","H.No. 872, Tandon Zila, Above Shop, Jaipur, Rajasthan - 547753",0
"60/29 Bahri Marg, Near Park, Ranchi, Jharkhand - 624078","60/29 Bahri Marg, Near Park, Ranchi, Jharkhand - 624078",0
"54 Mani Road, Opposite Mall, Ludhiana, Punjab - 543822","54 Mani Road, Opposite Mall, Ludhiana, Punjab - 543822",0
"60/36, Ram Marg, Behind School, Hyderabad, Telangana - 391251","60/36, Ram School, Hyderabad, Telangana",1
"889 Deo Marg, Near Park, Jaipur, Rajasthan - 353479","889 Deo Near Park, 353479",1
"108 Kadakia Road, Above Shop, Jamshedpur, Jharkhand - 603133","108 Kadakia Road, Above Shop, Jamshedpur, Jharkhand - 603133",0
"86/42, Dixit Marg, Above Shop, Guwahati, Assam - 937779","86/42, Dixit Marg, Above Shop, Guwahati, Assam - 937779",0
"H.No. 268 Bera Circle, Near Park, Thiruvananthapuram, Kerala - 730800","H.No. 268 Bera Circle, Near Park, Thiruvananthapuram, Kerala - 730800",0
"47 Gokhale Ganj, Near Park, Jamshedpur, Jharkhand - 691956","47 Gokhale Ganj, Near Park, Jamshedpur, Jharkhand - 691956",0
"44/44, Chawla Zila, Near Park, Chandigarh, Chandigarh - 230322","44/44, Chawla Zila, Near Park, Chandigarh, Chandigarh - 230322",0
"H.No. 44 Misra, Behind School, Raipur, Chhattisgarh - 243703","H.No. 44 Misra, Behind School, Raipur, Chhattisgarh - 243703",0
"228 Gade Circle, Behind School, Surat, Gujarat - 014919","228 Gade Circle, Behind School, Surat, Gujarat - 014919",0
"805 Suri, Opposite Mall, Pune, Maharashtra - 152043","805 Suri, Mall, Pune,",1
"09/567 Balakrishnan Street, Opposite Mall, Meerut, Uttar Pradesh - 378326","09/567 Balakrishnan Street, Opposite Mall, Meerut, Uttar Pradesh - 378326",0
"017 Bhalla Ganj, Behind School, Vijayawada, Andhra Pradesh - 038970","017 Bhalla Ganj, Behind School, Vijayawada, Andhra Pradesh - 038970",0
"H.No. 39 Lad Circle, Behind School, Coimbatore, Tamil Nadu - 142986","H.No. 39 Lad Circle, Behind School, Coimbatore, Tamil Nadu - 142986",0
"89/22 Bhandari Nagar, Near Park, Ahmedabad, Gujarat - 985528","89/22 Bhandari Nagar, Near Park, Ahmedabad, Gujarat - 985528",0
"26/91 Gandhi Marg, Behind School, Vijayawada, Andhra Pradesh - 789563","26/91 Gandhi Marg, Behind School, Vijayawada, Andhra Pradesh - 789563",0
"577 Narasimhan Street, Above Shop, Bangalore, Karnataka - 967268","577 Narasimhan Street, Above Shop, Bangalore, Karnataka - 967268",0
"H.No. 418, Dube, Behind School, Surat, Gujarat - 452482","H.No. 418, Dube, Behind 452482",1
"H.No. 496, Kade Marg, Near Park, Raipur, Chhattisgarh - 332426","H.No. 496, Kade Marg, Near Park, Raipur, Chhattisgarh - 332426",0
"H.No. 000 Gola Ganj, Opposite Mall, Aurangabad, Maharashtra - 352240","H.No. 000 Gola Ganj, Opposite Mall, Aurangabad, Maharashtra - 352240",0
"39/529, Kannan Nagar, Near Park, Thiruvananthapuram, Kerala - 337615","Kannan Nagar, Near Kerala 337615",1
"H.No. 931, Sachar Ganj, Above Shop, Ludhiana, Punjab - 378381","H.No. 931, Sachar Ganj, Above Shop, Ludhiana, Punjab - 378381",0
"H.No. 311 Wable Street, Above Shop, Lucknow, Uttar Pradesh - 215831","H.No. 311 Wable Street, Above Shop, Lucknow, Uttar Pradesh - 215831",0
"H.No. 15, Devi Zila, Opposite Mall, Indore, Madhya Pradesh - 225966","H.No. 15, Devi Zila, Opposite Mall, Indore, Madhya Pradesh - 225966",0
"52/12 Sachar Path, Above Shop, Nagpur, Maharashtra - 946292","52/12 Sachar Path, Above Shop, Nagpur, Maharashtra - 946292",0
"H.No. 84 Kar Road, Opposite Mall, Bangalore, Karnataka - 577792","H.No. 84 Kar Road, Opposite Mall, Bangalore, Karnataka - 577792",0
"25, Grover Marg, Near Park, Mumbai, Maharashtra - 080007","25, Grover Marg, Near Park, Mumbai, Maharashtra - 080007",0
"51, Mukherjee Road, Opposite Mall, Bangalore, Karnataka - 222669","51, Mukherjee Road, Opposite Mall, Bangalore, Karnataka - 222669",0
"68/559, Bava, Opposite Mall, Surat, Gujarat - 958267","68/559, Bava, Opposite Mall, Surat, Gujarat - 958267",0
"86/90 Magar Path, Opposite Mall, Ahmedabad, Gujarat - 217612","86/90 Magar Path, Opposite Mall, Ahmedabad, Gujarat - 217612",0
"H.No. 32 Basu Road, Above Shop, Lucknow, Uttar Pradesh - 905403","H.No. 32 Basu Road, Above Shop, Lucknow, Uttar Pradesh - 905403",0
"22 Suresh Path, Above Shop, Raipur, Chhattisgarh - 873598","22 Suresh Path, Above Shop, Raipur, Chhattisgarh - 873598",0
"70 Deep Chowk, Near Park, Jaipur, Rajasthan - 704620","70 Deep Chowk, Near Park, Jaipur, Rajasthan - 704620",0
"15, Prabhu Chowk, Opposite Mall, Vizag, Andhra Pradesh - 463804","15, Prabhu Chowk, Opposite Mall, Vizag, Andhra Pradesh - 463804",0
"453, Khosla, Opposite Mall, Kochi, Kerala - 813000","453, Khosla, Opposite Mall, Kochi, Kerala - 813000",0
"47/10, Sen Road, Opposite Mall, Aurangabad, Maharashtra - 044713","Opposite Mall, Aurangabad, - 044713",1
"074, Dhawan Chowk, Above Shop, Amritsar, Punjab - 504539","074, Dhawan Chowk, Above Shop, Amritsar, Punjab - 504539",0
"H.No. 15 Parmar Ganj, Behind School, Vijayawada, Andhra Pradesh - 185118","H.No. 15 Parmar Ganj, Behind School, Vijayawada, Andhra Pradesh - 185118",0
"845, Madan Ganj, Behind School, Nashik, Maharashtra - 545257","845, Madan Ganj, Behind School, Nashik, Maharashtra - 545257",0
"61, Acharya Path, Near Park, Meerut, Uttar Pradesh - 607453","61, Acharya Path, Near Park, Meerut, Uttar Pradesh - 607453",0
"964 Kata Nagar, Above Shop, Shimla, Himachal Pradesh - 788673","964 Kata Nagar, Above Shop, Shimla, Himachal Pradesh - 788673",0
"391 Bir Street, Above Shop, Coimbatore, Tamil Nadu - 488294","391 Bir Street, Above Shop, Coimbatore, Tamil Nadu - 488294",0
"031 Narula Ganj, Near Park, Nagpur, Maharashtra - 652765","031 Narula Ganj, Near Park, Nagpur, Maharashtra - 652765",0
"974, Sibal Nagar, Above Shop, Hyderabad, Telangana - 298564","974, Sibal Nagar, Above Shop, Hyderabad, Telangana - 298564",0
"H.No. 97, Dass, Near Park, Ludhiana, Punjab - 650750","97, Dass, Near - 650750",1
"92/69, Shanker, Opposite Mall, Varanasi, Uttar Pradesh - 407339","92/69, Shanker, Opposite Mall, Varanasi, Uttar Pradesh - 407339",0
"360 Dixit Street, Behind School, Aurangabad, Maharashtra - 708468","360 Dixit Street, Behind School, Aurangabad, Maharashtra - 708468",0
"30/44 Agarwal Nagar, Opposite Mall, Aurangabad, Maharashtra - 123338","30/44 Agarwal Nagar, Opposite Mall, Aurangabad, Maharashtra - 123338",0
"H.No. 27 Goswami Chowk, Opposite Mall, Indore, Madhya Pradesh - 144445","H.No. 27 Goswami Chowk, Opposite Mall, Indore, Madhya Pradesh - 144445",0
"H.No. 808, Rau Circle, Behind School, Pune, Maharashtra - 565346","H.No. 808, Rau Circle, Behind School, Pune, Maharashtra - 565346",0
"42, Barad, Near Park, Pune, Maharashtra - 380548","42, Barad, Near Park, Pune, Maharashtra - 380548",0
"H.No. 371 Rattan Road, Opposite Mall, Vizag, Andhra Pradesh - 936945",H.No. 371 Rattan Andhra Pradesh 936945,1
"H.No. 46, Chaudhary, Near Park, Delhi, Delhi - 599758","H.No. 46, Chaudhary, Near Park, Delhi, Delhi - 599758",0
"43, Bhatti Path, Above Shop, Delhi, Delhi - 348396","Above Shop, Delhi - 348396",1
"38/061 Doshi Marg, Above Shop, Kochi, Kerala - 416722","38/061 Doshi Marg, Above Shop, Kochi, Kerala - 416722",0
"22/72, Ramesh Road, Opposite Mall, Shimla, Himachal Pradesh - 463881","22/72, Ramesh Road, Opposite Mall, Shimla, Himachal Pradesh - 463881",0
"H.No. 98 Swamy Path, Above Shop, Bhubaneswar, Odisha - 418442","H.No. 98 Swamy Path, Above Shop, Bhubaneswar, Odisha - 418442",0
"H.No. 619 Ramaswamy Marg, Above Shop, Coimbatore, Tamil Nadu - 268532","H.No. 619 Ramaswamy Shop, Tamil 268532",1
"96 Tank Marg, Above Shop, Nagpur, Maharashtra - 176385","96 Tank Marg, Above Shop, Nagpur, Maharashtra - 176385",0
"96/612 Vala Zila, Above Shop, Thiruvananthapuram, Kerala - 116168","Zila, Above Shop, Kerala 116168",1
"H.No. 43, Goel Nagar, Above Shop, Bhopal, Madhya Pradesh - 680571","H.No. 43, Goel Nagar, Above Shop, Bhopal, Madhya Pradesh - 680571",0
"501, Chandra Nagar, Opposite Mall, Dehradun, Uttarakhand - 158926","501, Chandra Nagar, Opposite Mall, Dehradun, Uttarakhand - 158926",0
"H.No. 96, Merchant Zila, Opposite Mall, Shimla, Himachal Pradesh - 263079","H.No. 96, Merchant Zila, Opposite Mall, Shimla, Himachal Pradesh - 263079",0
"056, Pal, Above Shop, Jaipur, Rajasthan - 522360","056, Pal, Above Shop, Jaipur, Rajasthan - 522360",0
"H.No. 127 Mitter Street, Above Shop, Chennai, Tamil Nadu - 968219","127 Mitter Street, Tamil Nadu 968219",1
"74/41, Parmar Zila, Above Shop, Ludhiana, Punjab - 406681","74/41, Parmar Zila, Above Shop, Ludhiana, Punjab - 406681",0
"H.No. 69, Seshadri Zila, Behind School, Dehradun, Uttarakhand - 582413","H.No. 69, Seshadri Zila, Behind School, Dehradun, Uttarakhand - 582413",0
"H.No. 619, Purohit Street, Opposite Mall, Vijayawada, Andhra Pradesh - 071102","H.No. 619, Purohit Street, Opposite Mall, Vijayawada, Andhra Pradesh - 071102",0
"H.No. 233, Virk Street, Above Shop, Nagpur, Maharashtra - 758610","H.No. 233, Virk Street, Above Shop, Nagpur, Maharashtra - 758610",0
"02 Nori Marg, Behind School, Vijayawada, Andhra Pradesh - 659952",02 Behind Andhra Pradesh 659952,1
"30 Babu Nagar, Near Park, Jamshedpur, Jharkhand - 846882","30 Babu Nagar, Near Park, Jamshedpur, Jharkhand - 846882",0
"625 Pathak Zila, Opposite Mall, Kolkata, West Bengal - 668784","625 Pathak Zila, Opposite Mall, Kolkata, West Bengal - 668784",0
"502 Ravel Road, Opposite Mall, Ahmedabad, Gujarat - 299317","502 Ravel Road, Opposite Mall, Ahmedabad, Gujarat - 299317",0
"H.No. 037 Char Nagar, Behind School, Bangalore, Karnataka - 722424","H.No. 037 Char Nagar, Behind School, Bangalore, Karnataka - 722424",0
"13, Kant Circle, Near Park, Ahmedabad, Gujarat - 216934","13, Kant Circle, Near Park, Ahmedabad, Gujarat - 216934",0
"H.No. 263, Minhas Street, Near Park, Guwahati, Assam - 173894","H.No. 263, Minhas Street, Near Park, Guwahati, Assam - 173894",0
"48/17 Ramanathan, Opposite Mall, Jamshedpur, Jharkhand - 038042","48/17 Ramanathan, Opposite Mall, Jamshedpur, Jharkhand - 038042",0
"14/288 Murthy Circle, Near Park, Bhubaneswar, Odisha - 962791","14/288 Murthy Circle, Near Park, Bhubaneswar, Odisha - 962791",0
"32/319 Sangha Street, Opposite Mall, Chandigarh, Chandigarh - 788370","32/319 Sangha Street, Opposite Mall, Chandigarh, Chandigarh - 788370",0
"825 Sane Marg, Behind School, Kolkata, West Bengal - 322871","825 Sane Marg, Behind School, Kolkata, West Bengal - 322871",0
"09/067 Ray Circle, Behind School, Ahmedabad, Gujarat - 478580","09/067 Ray Circle, Behind School, Ahmedabad, Gujarat - 478580",0
"H.No. 48 Pai Nagar, Above Shop, Ahmedabad, Gujarat - 116146","H.No. 48 Pai Nagar, Above Shop, Ahmedabad, Gujarat - 116146",0
"H.No. 834, Subramaniam Chowk, Above Shop, Lucknow, Uttar Pradesh - 480233","H.No. 834, Subramaniam Chowk, Above Shop, Lucknow, Uttar Pradesh - 480233",0
"217, Raman Zila, Behind School, Bangalore, Karnataka - 034035","217, Raman Zila, Behind School, Bangalore, Karnataka - 034035",0
"43/303 Sule Ganj, Opposite Mall, Ahmedabad, Gujarat - 524541","43/303 Sule Ganj, Opposite Mall, Ahmedabad, Gujarat - 524541",0
"74 Oak Road, Opposite Mall, Dehradun, Uttarakhand - 339500","Oak Road, Opposite Mall, Uttarakhand",1
"738 Devan, Opposite Mall, Chandigarh, Chandigarh - 860774","Devan, Opposite Chandigarh, Chandigarh",1
"86/950 Kala, Behind School, Varanasi, Uttar Pradesh - 065574","86/950 Kala, Behind School, Varanasi, Uttar Pradesh - 065574",0
"30 Bahri Road, Near Park, Surat, Gujarat - 513363","30 Bahri Road, Near Park, Surat, Gujarat - 513363",0
"H.No. 234, Arora, Above Shop, Vijayawada, Andhra Pradesh - 093939","H.No. 234, Arora, Above Shop, Vijayawada, Andhra Pradesh - 093939",0
"72 Ratta Zila, Behind School, Raipur, Chhattisgarh - 668144","72 Ratta Zila, Behind School, Raipur, Chhattisgarh - 668144",0
"H.No. 33 Dua Chowk, Opposite Mall, Coimbatore, Tamil Nadu - 439352","H.No. 33 Dua Chowk, Opposite Mall, Coimbatore, Tamil Nadu - 439352",0
"H.No. 142 Khanna Marg, Opposite Mall, Ludhiana, Punjab - 233950","H.No. 142 Khanna Marg, Opposite Mall, Ludhiana, Punjab - 233950",0
"50/72, Bedi Zila, Behind School, Varanasi, Uttar Pradesh - 497072","Bedi Behind School, Uttar -",1
"H.No. 613, Vasa Street, Above Shop, Shimla, Himachal Pradesh - 275361","H.No. 613, Vasa Street, Above Shop, Shimla, Himachal Pradesh - 275361",0
"67/93, Korpal Zila, Opposite Mall, Chandigarh, Chandigarh - 682014","67/93, Korpal Zila, Opposite Mall, Chandigarh, Chandigarh - 682014",0
"768 Khurana Circle, Behind School, Nashik, Maharashtra - 767339","768 Khurana Circle, Behind School, Nashik, Maharashtra - 767339",0
"H.No. 491 Varty Road, Near Park, Srinagar, Jammu & Kashmir - 045954","H.No. 491 Varty Road, Near Park, Srinagar, Jammu & Kashmir - 045954",0
"38/706, Magar Marg, Behind School, Srinagar, Jammu & Kashmir - 859235","38/706, Magar Marg, Behind School, Srinagar, Jammu & Kashmir - 859235",0
"289 Bora Circle, Above Shop, Nashik, Maharashtra - 187485","289 Bora Circle, Above Shop, Nashik, Maharashtra - 187485",0
"53/53 Sastry Path, Behind School, Bhubaneswar, Odisha - 338172","53/53 Sastry Path, Behind School, Bhubaneswar, Odisha - 338172",0
"191 Dhaliwal, Opposite Mall, Shimla, Himachal Pradesh - 641724","191 Dhaliwal, Opposite Mall, Shimla, Himachal Pradesh - 641724",0
